Topology,Try,Node,Sequence Number,Timestamp,States Count
IRISNetworks,2,s14,1,1663931067261,51
IRISNetworks,2,s39,1,1663931064490,2
IRISNetworks,2,s39,1,1663931067377,51
IRISNetworks,2,s38,1,1663931064620,2
IRISNetworks,2,s38,1,1663931067505,51
IRISNetworks,3,s24,1,1663931498794,2
IRISNetworks,3,s24,1,1663931501778,51
IRISNetworks,3,s24,2,1663931616831,52
IRISNetworks,3,s24,2,1663931620201,73
IRISNetworks,3,s24,3,1663931678060,74
IRISNetworks,3,s24,4,1663931736221,75
IRISNetworks,3,s22,1,1663931499160,2
IRISNetworks,3,s22,1,1663931502143,51
IRISNetworks,3,s26,1,1663931498920,2
IRISNetworks,3,s26,1,1663931501899,51
IRISNetworks,3,s26,3,1663931678062,52
IRISNetworks,3,s26,4,1663931736220,53
IRISNetworks,3,s23,1,1663931499045,2
IRISNetworks,3,s23,1,1663931502026,51
IRISNetworks,3,s20,1,1663931498993,2
IRISNetworks,3,s20,1,1663931502102,51
IRISNetworks,3,s2,1,1663931498538,2
IRISNetworks,3,s2,1,1663931501740,51
IRISNetworks,3,s4,1,1663931498536,2
IRISNetworks,3,s4,1,1663931501736,51
IRISNetworks,3,s3,1,1663931498654,2
IRISNetworks,3,s3,1,1663931501855,51
IRISNetworks,3,s31,1,1663931498929,2
IRISNetworks,3,s31,1,1663931501915,51
IRISNetworks,3,s31,2,1663931618693,52
IRISNetworks,3,s33,1,1663931498679,2
IRISNetworks,3,s33,1,1663931501665,51
IRISNetworks,3,s33,2,1663931618501,52
IRISNetworks,3,s49,1,1663931498923,2
IRISNetworks,3,s49,1,1663931501903,51
IRISNetworks,3,s43,1,1663931498673,2
IRISNetworks,3,s43,1,1663931501976,51
IRISNetworks,3,s35,1,1663931498672,2
IRISNetworks,3,s35,1,1663931501742,51
IRISNetworks,3,s35,2,1663931618871,52
IRISNetworks,3,s35,3,1663931677067,53
IRISNetworks,3,s19,1,1663931498862,2
IRISNetworks,3,s19,1,1663931501974,51
IRISNetworks,3,s27,1,1663931498798,2
IRISNetworks,3,s27,1,1663931501787,51
IRISNetworks,3,s27,2,1663931618250,52
IRISNetworks,3,s27,2,1663931618592,54
IRISNetworks,3,s10,1,1663931498548,2
IRISNetworks,3,s10,1,1663931501749,51
IRISNetworks,3,s10,2,1663931617913,52
IRISNetworks,3,s10,2,1663931618717,56
IRISNetworks,3,s15,1,1663931498747,2
IRISNetworks,3,s15,1,1663931501853,51
IRISNetworks,3,s15,3,1663931675723,52
IRISNetworks,3,s7,1,1663931498618,2
IRISNetworks,3,s7,1,1663931501862,51
IRISNetworks,3,s7,2,1663931618699,52
IRISNetworks,3,s29,1,1663931498916,2
IRISNetworks,3,s29,1,1663931501896,51
IRISNetworks,3,s29,2,1663931616946,52
IRISNetworks,3,s29,2,1663931620317,67
IRISNetworks,3,s29,3,1663931676209,68
IRISNetworks,3,s29,3,1663931677044,69
IRISNetworks,3,s29,4,1663931733651,70
IRISNetworks,3,s29,4,1663931735409,74
IRISNetworks,3,s1,1,1663931498612,2
IRISNetworks,3,s1,1,1663931501618,51
IRISNetworks,3,s9,1,1663931498861,2
IRISNetworks,3,s9,1,1663931502101,51
IRISNetworks,3,s45,1,1663931499163,2
IRISNetworks,3,s45,1,1663931502150,51
IRISNetworks,3,s21,1,1663931499114,2
IRISNetworks,3,s21,1,1663931502212,51
IRISNetworks,3,s25,1,1663931498915,2
IRISNetworks,3,s25,1,1663931501899,51
IRISNetworks,3,s47,1,1663931498934,2
IRISNetworks,3,s47,1,1663931501917,51
IRISNetworks,3,s6,1,1663931498738,2
IRISNetworks,3,s6,1,1663931501979,51
IRISNetworks,3,s40,1,1663931498923,2
IRISNetworks,3,s40,1,1663931501911,51
IRISNetworks,3,s50,1,1663931499041,2
IRISNetworks,3,s50,1,1663931502027,51
IRISNetworks,3,s44,1,1663931499166,2
IRISNetworks,3,s44,1,1663931502150,51
IRISNetworks,3,s44,2,1663931618295,52
IRISNetworks,3,s44,2,1663931619024,59
IRISNetworks,3,s44,3,1663931676512,60
IRISNetworks,3,s44,4,1663931734678,61
IRISNetworks,3,s44,4,1663931735216,63
IRISNetworks,3,s46,1,1663931499045,2
IRISNetworks,3,s46,1,1663931502031,51
IRISNetworks,3,s46,2,1663931618062,52
IRISNetworks,3,s46,2,1663931618791,59
IRISNetworks,3,s41,1,1663931499038,2
IRISNetworks,3,s41,1,1663931502025,51
IRISNetworks,3,s51,1,1663931498681,2
IRISNetworks,3,s51,1,1663931501984,51
IRISNetworks,3,s18,1,1663931498673,2
IRISNetworks,3,s18,1,1663931501855,51
IRISNetworks,3,s12,1,1663931499152,2
IRISNetworks,3,s12,1,1663931502137,51
IRISNetworks,3,s30,1,1663931498796,2
IRISNetworks,3,s30,1,1663931501783,51
IRISNetworks,3,s30,2,1663931617813,52
IRISNetworks,3,s30,2,1663931618384,57
IRISNetworks,3,s5,1,1663931498857,2
IRISNetworks,3,s5,1,1663931502097,51
IRISNetworks,3,s17,1,1663931498664,2
IRISNetworks,3,s17,1,1663931501747,51
IRISNetworks,3,s32,1,1663931498673,2
IRISNetworks,3,s32,1,1663931501661,51
IRISNetworks,3,s32,2,1663931617232,52
IRISNetworks,3,s32,2,1663931618625,70
IRISNetworks,3,s48,1,1663931498803,2
IRISNetworks,3,s48,1,1663931501792,51
IRISNetworks,3,s36,1,1663931498548,2
IRISNetworks,3,s36,1,1663931501749,51
IRISNetworks,3,s28,1,1663931499024,2
IRISNetworks,3,s28,1,1663931502004,51
IRISNetworks,3,s28,2,1663931616966,52
IRISNetworks,3,s28,2,1663931620333,60
IRISNetworks,3,s11,1,1663931498926,2
IRISNetworks,3,s11,1,1663931501910,51
IRISNetworks,3,s42,1,1663931498684,2
IRISNetworks,3,s42,1,1663931501988,51
IRISNetworks,3,s13,1,1663931499031,2
IRISNetworks,3,s13,1,1663931502016,51
IRISNetworks,3,s16,1,1663931498800,2
IRISNetworks,3,s16,1,1663931501879,51
IRISNetworks,3,s16,2,1663931618710,52
IRISNetworks,3,s37,1,1663931498543,2
IRISNetworks,3,s37,1,1663931501743,51
IRISNetworks,3,s34,1,1663931498550,2
IRISNetworks,3,s34,1,1663931501545,51
IRISNetworks,3,s34,2,1663931617688,52
IRISNetworks,3,s34,2,1663931618493,61
IRISNetworks,3,s8,1,1663931498750,2
IRISNetworks,3,s8,1,1663931501988,51
IRISNetworks,3,s14,1,1663931498683,2
IRISNetworks,3,s14,1,1663931501671,51
IRISNetworks,3,s39,1,1663931498803,2
IRISNetworks,3,s39,1,1663931501792,51
IRISNetworks,3,s38,1,1663931498933,2
IRISNetworks,3,s38,1,1663931501914,51
IRISNetworks,4,s24,1,1663931933293,2
IRISNetworks,4,s24,1,1663931936160,51
IRISNetworks,4,s24,2,1663932051944,52
IRISNetworks,4,s24,2,1663932053515,55
IRISNetworks,4,s24,3,1663932110064,56
IRISNetworks,4,s24,3,1663932111718,59
IRISNetworks,4,s24,4,1663932169252,60
IRISNetworks,4,s24,4,1663932170063,63
IRISNetworks,4,s22,1,1663931933668,2
IRISNetworks,4,s22,1,1663931936527,51
IRISNetworks,4,s26,1,1663931933418,2
IRISNetworks,4,s26,1,1663931936281,51
IRISNetworks,4,s26,2,1663932051736,52
IRISNetworks,4,s26,3,1663932109829,53
IRISNetworks,4,s26,3,1663932112348,54
IRISNetworks,4,s26,4,1663932170777,55
IRISNetworks,4,s23,1,1663931933544,2
IRISNetworks,4,s23,1,1663931936409,51
IRISNetworks,4,s20,1,1663931933473,2
IRISNetworks,4,s20,1,1663931936475,51
IRISNetworks,4,s2,1,1663931933041,2
IRISNetworks,4,s2,1,1663931936115,51
IRISNetworks,4,s4,1,1663931933041,2
IRISNetworks,4,s4,1,1663931936111,51
IRISNetworks,4,s3,1,1663931933160,2
IRISNetworks,4,s3,1,1663931936228,51
IRISNetworks,4,s31,1,1663931933434,2
IRISNetworks,4,s31,1,1663931936299,51
IRISNetworks,4,s33,1,1663931933180,2
IRISNetworks,4,s33,1,1663931936047,51
IRISNetworks,4,s33,2,1663932052848,52
IRISNetworks,4,s49,1,1663931933419,2
IRISNetworks,4,s49,1,1663931936285,51
IRISNetworks,4,s43,1,1663931933161,2
IRISNetworks,4,s43,1,1663931936356,51
IRISNetworks,4,s35,1,1663931933179,2
IRISNetworks,4,s35,1,1663931936119,51
IRISNetworks,4,s35,2,1663932051110,52
IRISNetworks,4,s35,2,1663932054460,64
IRISNetworks,4,s19,1,1663931933336,2
IRISNetworks,4,s19,1,1663931936346,51
IRISNetworks,4,s27,1,1663931933300,2
IRISNetworks,4,s27,1,1663931936167,51
IRISNetworks,4,s27,2,1663932051303,52
IRISNetworks,4,s27,3,1663932111176,53
IRISNetworks,4,s27,4,1663932169457,54
IRISNetworks,4,s10,1,1663931933054,2
IRISNetworks,4,s10,1,1663931936124,51
IRISNetworks,4,s10,2,1663932053189,52
IRISNetworks,4,s10,2,1663932053377,53
IRISNetworks,4,s15,1,1663931933219,2
IRISNetworks,4,s15,1,1663931936229,51
IRISNetworks,4,s15,2,1663932053381,52
IRISNetworks,4,s7,1,1663931933089,2
IRISNetworks,4,s7,1,1663931936238,51
IRISNetworks,4,s7,2,1663932053319,52
IRISNetworks,4,s7,2,1663932053507,53
IRISNetworks,4,s29,1,1663931933412,2
IRISNetworks,4,s29,1,1663931936282,51
IRISNetworks,4,s29,2,1663932052487,52
IRISNetworks,4,s29,2,1663932053581,54
IRISNetworks,4,s29,3,1663932111430,55
IRISNetworks,4,s29,4,1663932169715,56
IRISNetworks,4,s1,1,1663931933085,2
IRISNetworks,4,s1,1,1663931935992,51
IRISNetworks,4,s1,2,1663932053096,52
IRISNetworks,4,s1,2,1663932053284,53
IRISNetworks,4,s9,1,1663931933327,2
IRISNetworks,4,s9,1,1663931936476,51
IRISNetworks,4,s45,1,1663931933666,2
IRISNetworks,4,s45,1,1663931936533,51
IRISNetworks,4,s21,1,1663931933591,2
IRISNetworks,4,s21,1,1663931936582,51
IRISNetworks,4,s21,2,1663932053732,52
IRISNetworks,4,s25,1,1663931933416,2
IRISNetworks,4,s25,1,1663931936280,51
IRISNetworks,4,s47,1,1663931933434,2
IRISNetworks,4,s47,1,1663931936299,51
IRISNetworks,4,s6,1,1663931933204,2
IRISNetworks,4,s6,1,1663931936352,51
IRISNetworks,4,s40,1,1663931933426,2
IRISNetworks,4,s40,1,1663931936292,51
IRISNetworks,4,s50,1,1663931933546,2
IRISNetworks,4,s50,1,1663931936408,51
IRISNetworks,4,s44,1,1663931933666,2
IRISNetworks,4,s44,1,1663931936531,51
IRISNetworks,4,s46,1,1663931933547,2
IRISNetworks,4,s46,1,1663931936413,51
IRISNetworks,4,s41,1,1663931933543,2
IRISNetworks,4,s41,1,1663931936407,51
IRISNetworks,4,s51,1,1663931933175,2
IRISNetworks,4,s51,1,1663931936358,51
IRISNetworks,4,s18,1,1663931933177,2
IRISNetworks,4,s18,1,1663931936234,51
IRISNetworks,4,s18,2,1663932053257,52
IRISNetworks,4,s12,1,1663931933669,2
IRISNetworks,4,s12,1,1663931936518,51
IRISNetworks,4,s30,1,1663931933300,2
IRISNetworks,4,s30,1,1663931936165,51
IRISNetworks,4,s30,2,1663932052150,52
IRISNetworks,4,s30,2,1663932052684,54
IRISNetworks,4,s30,3,1663932110321,55
IRISNetworks,4,s30,3,1663932111063,57
IRISNetworks,4,s30,4,1663932168668,58
IRISNetworks,4,s30,4,1663932169356,60
IRISNetworks,4,s5,1,1663931933324,2
IRISNetworks,4,s5,1,1663931936471,51
IRISNetworks,4,s17,1,1663931933173,2
IRISNetworks,4,s17,1,1663931936121,51
IRISNetworks,4,s32,1,1663931933176,2
IRISNetworks,4,s32,1,1663931936051,51
IRISNetworks,4,s48,1,1663931933308,2
IRISNetworks,4,s48,1,1663931936174,51
IRISNetworks,4,s36,1,1663931933054,2
IRISNetworks,4,s36,1,1663931936125,51
IRISNetworks,4,s36,2,1663932051232,52
IRISNetworks,4,s36,2,1663932054581,89
IRISNetworks,4,s28,1,1663931933528,2
IRISNetworks,4,s28,1,1663931936387,51
IRISNetworks,4,s11,1,1663931933427,2
IRISNetworks,4,s11,1,1663931936295,51
IRISNetworks,4,s42,1,1663931933178,2
IRISNetworks,4,s42,1,1663931936361,51
IRISNetworks,4,s13,1,1663931933535,2
IRISNetworks,4,s13,1,1663931936397,51
IRISNetworks,4,s16,1,1663931933307,2
IRISNetworks,4,s16,1,1663931936254,51
IRISNetworks,4,s37,1,1663931933050,2
IRISNetworks,4,s37,1,1663931936118,51
IRISNetworks,4,s37,2,1663932053266,52
IRISNetworks,4,s34,1,1663931933054,2
IRISNetworks,4,s34,1,1663931935923,51
IRISNetworks,4,s34,2,1663932053153,52
IRISNetworks,4,s8,1,1663931933221,2
IRISNetworks,4,s8,1,1663931936364,51
IRISNetworks,4,s14,1,1663931933186,2
IRISNetworks,4,s14,1,1663931936053,51
IRISNetworks,4,s39,1,1663931933308,2
IRISNetworks,4,s39,1,1663931936171,51
IRISNetworks,4,s38,1,1663931933433,2
IRISNetworks,4,s38,1,1663931936300,51
IRISNetworks,5,s24,1,1663932367274,2
IRISNetworks,5,s24,1,1663932370052,51
IRISNetworks,5,s24,2,1663932487010,52
IRISNetworks,5,s22,1,1663932367547,2
IRISNetworks,5,s22,1,1663932370412,51
IRISNetworks,5,s26,1,1663932367401,2
IRISNetworks,5,s26,1,1663932370171,51
IRISNetworks,5,s26,2,1663932485961,52
IRISNetworks,5,s26,2,1663932488076,60
IRISNetworks,5,s23,1,1663932367431,2
IRISNetworks,5,s23,1,1663932370298,51
IRISNetworks,5,s20,1,1663932367447,2
IRISNetworks,5,s20,1,1663932370374,51
IRISNetworks,5,s2,1,1663932367022,2
IRISNetworks,5,s2,1,1663932370018,51
IRISNetworks,5,s2,2,1663932486717,52
IRISNetworks,5,s4,1,1663932367021,2
IRISNetworks,5,s4,1,1663932370011,51
IRISNetworks,5,s3,1,1663932367138,2
IRISNetworks,5,s3,1,1663932370128,51
IRISNetworks,5,s31,1,1663932367417,2
IRISNetworks,5,s31,1,1663932370185,51
IRISNetworks,5,s31,2,1663932485759,52
IRISNetworks,5,s31,2,1663932487130,70
IRISNetworks,5,s33,1,1663932367160,2
IRISNetworks,5,s33,1,1663932369938,51
IRISNetworks,5,s33,2,1663932486879,52
IRISNetworks,5,s49,1,1663932367402,2
IRISNetworks,5,s49,1,1663932370172,51
IRISNetworks,5,s43,1,1663932367138,2
IRISNetworks,5,s43,1,1663932370250,51
IRISNetworks,5,s35,1,1663932367156,2
IRISNetworks,5,s35,1,1663932370016,51
IRISNetworks,5,s35,2,1663932487053,52
IRISNetworks,5,s19,1,1663932367318,2
IRISNetworks,5,s19,1,1663932370249,51
IRISNetworks,5,s27,1,1663932367283,2
IRISNetworks,5,s27,1,1663932370056,51
IRISNetworks,5,s27,2,1663932485166,52
IRISNetworks,5,s27,2,1663932487020,53
IRISNetworks,5,s27,4,1663932602269,54
IRISNetworks,5,s10,1,1663932367033,2
IRISNetworks,5,s10,1,1663932370029,51
IRISNetworks,5,s15,1,1663932367201,2
IRISNetworks,5,s15,1,1663932370128,51
IRISNetworks,5,s7,1,1663932367073,2
IRISNetworks,5,s7,1,1663932370139,51
IRISNetworks,5,s7,2,1663932487149,52
IRISNetworks,5,s29,1,1663932367395,2
IRISNetworks,5,s29,1,1663932370165,51
IRISNetworks,5,s29,2,1663932485955,52
IRISNetworks,5,s29,2,1663932488238,64
IRISNetworks,5,s29,3,1663932544160,65
IRISNetworks,5,s29,4,1663932601774,66
IRISNetworks,5,s1,1,1663932367068,2
IRISNetworks,5,s1,1,1663932369893,51
IRISNetworks,5,s9,1,1663932367276,2
IRISNetworks,5,s9,1,1663932370377,51
